Unique_ID,RSI_Site,Time,Vehicle_Type ,Vehicle_Occupancy,Origin_Postcode,Origin_Purpose,Destination_Postcode,Destination_Purpose,OriginX,OriginY,DestinationX,DestinationY,BlackcatOrig,BlackCatDest
232,C1,10:30,CAR / TAXI,1,CB237PL,HOME,CB11JH,WORK,541046,258900,545091,258327,33152,32772
233,C1,10:30,CAR / TAXI,1,CB227QB,HOME,CB30WA,WORK,542751,251396,543660,258982,33092,32771
234,C1,10:30,CAR / TAXI,2,CB237BD,HOME,CB58LD,REC / LEISURE,540727,255765,543323,257841,33161,32771
235,C1,10:30,CAR / TAXI,1,SG193LR,HOME,CB23BJ,SHOPPING,523184,252383,545091,258327,32942,32772
236,C1,10:30,CAR / TAXI,2,PE283XA,HOME,CB23HH,WORK,536969,274665,545051,258527,32843,32772
237,C1,10:30,CAR / TAXI,1,CB245UT,HOME,CB39AN,WORK,540487,270272,543965,258378,33001,32771
238,C1,10:30,CAR / TAXI,1,SG188WP,HOME,CB21HU,VISIT FRIENDS,519056,243871,545598,257489,31833,33131
239,C1,10:30,CAR / TAXI,1,SG188DR,HOME,CB58JL,WORK,519106,244292,546767,259126,31832,32761
240,C1,10:30,CAR / TAXI,1,SG192NE,HOME,CB39DR,WORK,522388,247378,544117,258392,31817,32771
241,C1,10:30,CAR / TAXI,2,CB231LS,HOME,CB17DY,REC / LEISURE,540765,252363,546171,256810,33091,32712
242,C1,10:30,CAR / TAXI,1,SG85QJ,HOME,CB28AG,WORK,535979,249972,545195,256604,32948,33132
243,C1,10:30,CAR / TAXI,1,CM179XE,HOME,CB39DR,REC / LEISURE,548450,209775,544117,258392,60708,32771
244,C1,10:30,CAR / TAXI,1,CB223EL,HOME,CB30AP,WORK,548760,248251,544533,259283,32981,32753
245,C1,10:30,CAR / TAXI,1,SG191NF,HOME,CB19HZ,WORK,516788,249087,548672,256402,31804,32713
246,C1,10:30,CAR / TAXI,1,CB101SD,WORK,CB30BL,HOME,549923,244669,544296,259237,60308,32753
247,C1,10:30,CAR / TAXI,1,CB80HG,HOME,CB39HX,OTHER,564086,264240,544398,257397,60537,32771
248,C1,10:30,CAR / TAXI,1,CB246AW,WORK,CB21DQ,WORK,547488,262456,545331,258038,32961,32772
249,C1,10:30,CAR / TAXI,1,SK26LA,HOME,CB23DZ,VISIT FRIENDS,390273,388272,545078,258192,10003,32772
250,C1,10:30,CAR / TAXI,1,NN66HJ,HOME,CB28PQ,WORK,463897,280138,546195,256393,65021,32701
251,C1,10:30,CAR / TAXI,2,SS156TD,WORK,CB58JJ,WORK,566748,189215,546970,259379,60610,32761
252,C1,10:30,CAR / TAXI,1,NN73QB,HOME,CB23DZ,WORK,467111,256899,545078,258192,65073,32772
253,C1,10:30,CAR / TAXI,1,CM16YF,HOME,CB21QZ,OTHER,573041,208860,544998,257908,60629,32772
254,C1,10:30,CAR / TAXI,1,WA160AG,HOME,CB12JY,WORK,374558,378481,545847,257308,10001,33132
255,C1,10:30,CAR / TAXI,2,CB232SW,HOME,CB13QX,WORK,532197,256386,546584,256896,33293,32712
256,C1,10:30,CAR / TAXI,1,SG85PE,HOME,CB23BJ,SHOPPING,532848,244923,545091,258327,33416,32772
257,C1,10:30,CAR / TAXI,1,CB80BJ,HOME,CB39AL,PERSONAL BUSINESS,563687,264688,543907,258294,60537,32771
258,C1,10:30,CAR / TAXI,1,CB231HP,HOME,CB27EB,WORK,536606,253649,544981,257059,33321,33131
259,C1,10:30,CAR / TAXI,1,CB231HQ,HOME,CB12BD,WORK,537430,253325,544546,257860,33322,32771
260,C1,10:30,CAR / TAXI,2,CM248LS,HOME,CB23BJ,SHOPPING,551714,225362,545091,258327,60682,32772
261,C1,10:30,CAR / TAXI,1,IP264DG,HOME,CB19EZ,WORK,571522,290956,549063,256221,60443,32713
262,C1,10:30,CAR / TAXI,2,PE13XT,HOME,CB13LP,WORK,519013,301861,546552,257681,60363,32711
263,C1,10:30,CAR / TAXI,1,PE36SL,HOME,CB28BH,WORK,516644,298032,545843,256917,60367,33132
264,C1,11:00,CAR / TAXI,1,SG180DY,HOME,CB58HW,VISIT FRIENDS,519528,245202,546881,259442,31831,32761
265,C1,11:00,CAR / TAXI,2,CB233PQ,WORK,CB23BJ,WORK,530358,258382,545091,258327,33291,32772
266,C1,11:00,CAR / TAXI,2,SG80PE,HOME,CB23BJ,SHOPPING,528691,242882,545091,258327,33413,32772
267,C1,11:00,CAR / TAXI,1,CB237AZ,WORK,CB17AN,WORK,540929,255981,546767,256548,33161,32712
268,C1,11:00,CAR / TAXI,1,CB231LP,HOME,CB21TP,SHOPPING,540502,252481,544775,258848,33091,32753
269,C1,11:00,CAR / TAXI,1,CB237GZ,HOME,CB12JW,OTHER,540427,258544,546184,257248,33152,33132
270,C1,11:00,CAR / TAXI,1,CB231JE,HOME,CB23BJ,SHOPPING,540275,252251,545996,257271,33091,33132
271,C1,11:00,CAR / TAXI,2,PE150TH,HOME,CB23BJ,OTHER,540056,290779,545091,258327,60337,32772
272,C1,11:00,CAR / TAXI,1,CB237EQ,HOME,CB39JQ,WORK,538006,256060,546350,258444,13311,32781
273,C1,11:00,CAR / TAXI,2,CB237BG,HOME,CB13BE,SHOPPING,540884,255559,546937,257629,33161,32711
274,C1,11:00,CAR / TAXI,1,CB225BY,HOME,CB29SU,WORK,547380,252003,544550,255063,33111,33121
275,C1,11:00,CAR / TAXI,1,PE27JP,HOME,CB30BN,WORK,518050,296850,544206,259284,60377,32753
276,C1,11:00,CAR / TAXI,1,CB231ET,HOME,CB39LL,WORK,538341,252362,545698,258364,33323,32772
277,C1,11:00,CAR / TAXI,2,CB238EL,SHOPPING,CB23BJ,VISIT FRIENDS,537722,263693,545091,258327,33302,32772
278,C1,11:00,CAR / TAXI,1,PE289PQ,HOME,CB23DS,SHOPPING,529035,266259,545174,258258,32855,32772
279,C1,11:00,CAR / TAXI,1,SG47HW,HOME,CB21ST,WORK,521131,227555,544780,258346,30274,32771
280,C1,11:00,CAR / TAXI,2,CB231HE,HOME,CB12JW,OTHER,537258,253182,546184,257248,33322,33132
281,C1,11:00,CAR / TAXI,2,SG75PE,HOME,CB23BJ,SHOPPING,526531,239510,545091,258327,30271,32772
282,C1,11:00,CAR / TAXI,1,CB223EA,HOME,CB39AD,WORK,549362,249839,543692,258560,32981,32771
283,C1,11:00,CAR / TAXI,1,CM63PE,HOME,CB39AL,VISIT FRIENDS,566645,218677,543907,258294,60629,32771
284,C1,11:00,CAR / TAXI,2,SL37BE,HOME,CB39AN,EDUCATION,499141,179788,543965,258378,81120,32771
285,C1,11:00,CAR / TAXI,2,NG159DH,HOME,CB21ST,VISIT FRIENDS,456663,354417,544780,258346,65010,32771
286,C1,11:00,CAR / TAXI,1,CM28HR,OTHER,CB21TN,WORK,573284,204197,544734,258453,60629,32753
287,C1,11:00,CAR / TAXI,1,TN132HG,HOME,CB39BG,VISIT FRIENDS,551349,155338,543789,257937,80211,32771
288,C1,11:00,CAR / TAXI,1,CB244QJ,HOME,CB28BN,PERSONAL BUSINESS,536164,269060,545809,256803,33021,33132
289,C1,11:00,CAR / TAXI,1,CO33AR,HOME,CB21DQ,VISIT FRIENDS,598812,224518,545331,258038,60648,32772
290,C1,11:00,CAR / TAXI,1,SG193AG,HOME,CB28AH,SHOPPING,527362,255735,545092,257695,33242,32772
291,C1,11:00,LGV,1,SG85PD,HOME,CB23BJ,SHOPPING,532938,244812,545092,257695,33416,32772
292,C1,11:00,CAR / TAXI,1,SS09HW,HOME,CB23BJ,SHOPPING,586146,186364,545091,258327,60760,32772
293,C1,11:00,CAR / TAXI,2,WN67PF,HOME,CB21ST,OTHER,357359,406669,544780,258346,10003,32771
294,C1,11:30,CAR / TAXI,1,PE296UT,HOME,CB17EG,WORK,522848,272507,546420,257152,32863,32712
295,C1,11:30,CAR / TAXI,2,CB231HR,HOME,CB23BJ,SHOPPING,536264,253334,546079,258868,33321,32773
296,C1,11:30,CAR / TAXI,1,CB237PP,HOME,CB28PE,REC / LEISURE,540614,258593,546092,256570,33152,32712
297,C1,11:30,CAR / TAXI,2,PE71HA,WORK,CB42UZ,HOME,526827,297142,545194,261445,60343,32731
298,C1,11:30,CAR / TAXI,1,SG85QW,HOME,CB21TL,VISIT FRIENDS,536235,250235,544652,258405,32948,32753
299,C1,11:30,CAR / TAXI,1,SG193AT,VISIT FRIENDS,CB12BY,VISIT FRIENDS,526836,255851,545927,257015,33244,33132
300,C1,11:30,CAR / TAXI,1,SG85NE,EMPLOYERS BUS,CB23BJ,WORK,533218,243933,545091,258327,33416,32772
301,C1,11:30,CAR / TAXI,1,CB235DQ,HOME,CB41TG,OTHER,531479,259525,545753,256813,33283,33132
302,C1,11:30,CAR / TAXI,1,CB232RL,HOME,CB23BJ,SHOPPING,535896,256040,545944,258339,33318,32781
303,C1,11:30,CAR / TAXI,1,CB232RY,WORK,CB23NB,OTHER,536212,256121,545078,258192,33314,32772
304,C1,11:30,OGV 1,1,SG87BS,WORK,CB23BJ,N/A,535827,240770,545091,258327,30902,32772
305,C1,11:30,CAR / TAXI,1,SG86NU,HOME,CB12RE,WORK,537940,246968,545996,257271,33422,33132
306,C1,11:30,CAR / TAXI,1,SG180DR,HOME,CB23HX,WORK,519551,245000,544960,258607,31831,32772
307,C1,11:30,CAR / TAXI,1,CB231LS,HOME,CB23QF,VISIT FRIENDS,540765,252363,546171,256810,33091,32712
308,C1,11:30,CAR / TAXI,1,CB231HN,WORK,CB39JP,HOME,536322,253559,544056,257121,33321,32771
309,C1,11:30,CAR / TAXI,1,CB232TJ,HOME,CB23BJ,SHOPPING,532415,256752,545091,258327,33293,32772
310,C1,11:30,CAR / TAXI,1,CB224XF,HOME,CB39ET,WORK,547279,248313,544581,258063,60307,32771
311,C1,11:30,CAR / TAXI,1,SG192HF,HOME,CB39LH,HOME,526648,247417,543342,257668,31816,32771
312,C1,11:30,CAR / TAXI,3,CB231ET,HOME,CB11PS,SHOPPING,538341,252362,545698,258364,33323,32772
313,C1,11:30,CAR / TAXI,3,CB231NA,HOME,CB23BJ,SHOPPING,540733,252493,545091,258327,33091,32772
314,C1,11:30,CAR / TAXI,1,CB237DU,EDUCATION,CB12EL,REC / LEISURE,537565,255968,545398,258482,33314,32772
315,C1,11:30,CAR / TAXI,1,CB231JB,HOME,CB39LL,EDUCATION,541038,252488,543465,257569,33091,32771
316,C1,11:30,CAR / TAXI,2,PE276SB,EMPLOYERS BUS,CB21LE,HOME,531006,272063,546001,257175,32842,33132
317,C1,11:30,CAR / TAXI,2,E114EZ,HOME,CB21ST,WORK,538675,185932,544780,258346,71085,32771
318,C1,11:30,CAR / TAXI,1,NG25GG,WORK,CB23DZ,EMPLOYERS BUS,458817,337983,545078,258192,65013,32772
319,C1,11:30,CAR / TAXI,2,HR28QP,HOME,CB39DP,OTHER,349622,220492,544130,258080,90004,32771
320,C1,11:30,CAR / TAXI,2,WD231FS,HOME,CB58AQ,VISIT FRIENDS,513883,194845,544807,258948,60023,32772
321,C1,11:30,CAR / TAXI,1,OX106JD,EMPLOYERS BUS,CB21TQ,WORK,462605,193360,544795,258657,80953,32753
322,C1,11:30,CAR / TAXI,1,HA88RW,HOME,CB21SP,WORK,519553,193316,544827,258402,71185,32772
323,C1,12:00,CAR / TAXI,2,SG80SH,HOME,CB39DN,OTHER,530448,244662,544072,258260,33414,32771
324,C1,12:00,CAR / TAXI,1,CB237EY,VISIT FRIENDS,CB23DT,SHOPPING,540871,255735,545085,258253,33161,32772
325,C1,12:00,CAR / TAXI,1,CB233RG,OTHER,CB23BJ,SHOPPING,528747,262836,545091,258327,33266,32772
326,C1,12:00,CAR / TAXI,2,MK443NZ,HOME,CB20QQ,OTHER,514942,251071,546549,255140,31823,32702
327,C1,12:00,CAR / TAXI,1,CM232HL,HOME,CB23BJ,SHOPPING,548690,221659,545091,258327,60014,32772
328,C1,12:00,CAR / TAXI,1,SG88EF,HOME,CB39DN,OTHER,538410,235511,544072,258260,30272,32771
329,C1,12:00,CAR / TAXI,2,CB231HR,HOME,CB23BJ,SHOPPING,536264,253334,546079,258868,33321,32773
330,C1,12:00,CAR / TAXI,1,SG191LX,HOME,CB23BJ,SHOPPING,517169,249565,545091,258327,31805,32772
331,C1,12:00,CAR / TAXI,1,CB223HW,EDUCATION,CB39AF,HOME,548376,249175,543711,258438,32981,32771
332,C1,12:00,CAR / TAXI,1,PE273FJ,HOME,CB39DR,EDUCATION,531348,273041,544117,258392,32841,32771
333,C1,12:00,CAR / TAXI,1,CB237AQ,REC / LEISURE,CB41DT,HOME,541018,255368,546329,259786,33153,32732
334,C1,12:00,CAR / TAXI,1,SG87TG,WORK,CB39LS,WORK,541823,246257,543563,257775,33102,32771
335,C1,12:00,CAR / TAXI,1,CB227NP,HOME,CB39DF,WORK,542009,250911,544109,257864,33092,32771
336,C1,12:00,CAR / TAXI,1,SG85AD,HOME,CB39JF,WORK,535395,240905,544383,257313,30901,32771
337,C1,12:00,CAR / TAXI,1,CB231JW,WORK,CB21TP,EDUCATION,540592,252176,544775,258848,33091,32753
338,C1,12:00,CAR / TAXI,1,CB243AF,HOME,CB58DT,SHOPPING,541133,264568,545881,258789,33024,32773
339,C1,12:00,CAR / TAXI,3,CB237PY,HOME,CB39DF,REC / LEISURE,541246,258728,544109,257864,33152,32771
340,C1,12:00,CAR / TAXI,3,PE276SB,HOME,CB23BJ,PERSONAL BUSINESS,531006,272063,546001,257175,32842,33132
341,C1,12:00,CAR / TAXI,1,CB237BU,HOME,CB12JW,VISIT FRIENDS,539368,256293,546184,257248,33317,33132
342,C1,12:00,CAR / TAXI,1,KT27BX,HOME,CB28RJ,EDUCATION,519905,169615,546190,256573,70795,32701
343,C1,12:00,CAR / TAXI,2,PE109NE,HOME,CB23BJ,SHOPPING,509471,320188,545091,258327,65001,32772
344,C1,12:00,CAR / TAXI,1,RH158QG,HOME,CB39DU,OTHER,530707,119390,543980,257606,80481,32771
345,C1,12:30,CAR / TAXI,1,PE276SX,HOME,CB23NA,WORK,530632,273313,545034,258405,32841,32772
346,C1,12:30,CAR / TAXI,2,CB231HL,HOME,CB23BJ,SHOPPING,537023,253463,545091,258327,33322,32772
347,C1,12:30,CAR / TAXI,2,CB39ND,SHOPPING,CB40FN,VISIT FRIENDS,543446,255315,546705,261478,33162,32961
348,C1,12:30,CAR / TAXI,1,PE158NQ,WORK,CB28DU,WORK,541794,297615,545659,256628,60337,33132
349,C1,12:30,CAR / TAXI,2,SG80DN,HOME,CB23NB,SHOPPING,531361,249387,544984,258457,32946,32772
350,C1,12:30,CAR / TAXI,1,CB244TT,HOME,CB39HH,WORK,535835,268733,544293,257706,33021,32771
351,C1,12:30,CAR / TAXI,1,CB225ES,HOME,CB39DN,WORK,545328,251281,544072,258260,33094,32771
352,C1,12:30,CAR / TAXI,1,SG87BS,REC / LEISURE,CB39LN,HOME,535827,240770,545091,258327,30902,32772
353,C1,12:30,CAR / TAXI,1,CB227SA,HOME,CB17DB,SHOPPING,539042,249633,547141,256513,32949,32712
354,C1,12:30,CAR / TAXI,1,SG85HD,HOME,CB28RJ,PERSONAL BUSINESS,534639,241342,546190,256573,30901,32701
355,C1,12:30,CAR / TAXI,1,CT201DL,HOME,CB21SJ,WORK,622353,136204,544821,258346,80226,32772
356,C1,13:00,CAR / TAXI,1,CB237EQ,HOME,CB39DF,WORK,538006,256060,546350,258444,13311,32781
357,C1,13:00,CAR / TAXI,1,CB227PX,HOME,CB23BJ,VISIT FRIENDS,542518,250901,545091,258327,33092,32772
358,C1,13:00,CAR / TAXI,1,NN172UR,EMPLOYERS BUS,CB39DN,EMPLOYERS BUS,487510,288814,514200,239112,65100,60188
359,C1,13:00,CAR / TAXI,1,CB245GD,HOME,CB11EH,WORK,540126,270175,545550,258380,33001,32772
360,C1,13:00,CAR / TAXI,1,CB227PA,HOME,CB39LP,WORK,543695,249560,543362,258033,33092,32771
361,C1,13:00,CAR / TAXI,1,PE262LD,WORK,CB13HG,WORK,528156,283510,547519,258136,60335,32711
362,C1,13:00,CAR / TAXI,1,CB101QP,HOME,CB39AD,WORK,550738,242448,543692,258560,60680,32771
363,C1,13:00,CAR / TAXI,1,SG85QD,HOME,CB12EU,WORK,534803,249855,545176,258019,32947,32772
364,C1,13:00,CAR / TAXI,1,CB237BG,HOME,CB11BG,WORK,540884,255559,546937,257629,33161,32711
365,C1,13:00,CAR / TAXI,1,HX26RL,HOME,CB12LJ,WORK,403954,426604,546244,257963,30004,32781
366,C1,13:30,CAR / TAXI,2,NN84RW,SHOPPING,CB12AD,HOME,489041,268054,545912,258030,65081,32781
367,C1,13:30,CAR / TAXI,2,MK427RP,HOME,CB28AF,OTHER,503278,247012,545306,256794,32344,33132
368,C1,13:30,CAR / TAXI,2,CB237DS,WORK,CB18NN,WORK,537891,256167,545858,261790,13311,32961
369,C1,13:30,CAR / TAXI,1,SG80QN,VISIT FRIENDS,CB58DA,HOME,531586,242870,545518,258729,33415,32772
370,C1,13:30,CAR / TAXI,1,CB237AF,PERSONAL BUSINESS,CB39HY,WORK,539444,256211,544343,257374,33317,32771
371,C1,13:30,CAR / TAXI,1,CB232SB,HOME,CB12JW,OTHER,536233,256162,546184,257248,33314,33132
372,C1,13:30,CAR / TAXI,1,CB237BG,EMPLOYERS BUS,CB11BH,WORK,540884,255559,546937,257629,33161,32711
373,C1,13:30,CAR / TAXI,1,CB237DL,HOME,CB30WB,WORK,538704,256918,545843,258576,33316,32773
374,C1,13:30,CAR / TAXI,2,CB243BX,HOME,CB20QQ,VISIT FRIENDS,539997,266101,546549,255140,33023,32702
375,C1,13:30,CAR / TAXI,1,SG80RJ,HOME,CB28AG,OTHER,531559,242277,545195,256604,33415,33132
376,C1,13:30,CAR / TAXI,1,PE195DY,HOME,CB20QQ,VISIT FRIENDS,513293,264734,546549,255140,32936,32702
377,C1,13:30,CAR / TAXI,1,NN174SW,WORK,CB13LP,WORK,489074,290783,546552,257681,65100,32711
378,C1,13:30,CAR / TAXI,1,CB237EF,WORK,CB39DQ,WORK,538563,256192,546194,258036,33317,32781
379,C1,13:30,CAR / TAXI,1,CB237BA,HOME,CB23BJ,PERSONAL BUSINESS,540455,255884,544001,258876,33153,32771
380,C1,13:30,CAR / TAXI,1,SG85QE,HOME,CB21RL,WORK,534843,249950,544725,258183,32947,32771
381,C1,13:30,CAR / TAXI,1,PE289DJ,HOME,CB23BJ,SHOPPING,529532,270895,545091,258327,32853,32772
382,C1,13:30,CAR / TAXI,3,SO419DZ,HOME,CB21TA,EDUCATION,432120,96236,544823,258522,80719,32753
383,C1,13:30,CAR / TAXI,3,BS66UE,HOME,CB21TQ,VISIT FRIENDS,357680,174845,544795,258657,20019,32753
384,C1,13:30,CAR / TAXI,1,DE76DG,HOLIDAY HOME,CB21RT,HOLIDAY HOME,439970,342965,544747,257888,65016,32772
385,C1,13:30,CAR / TAXI,1,CB237EG,HOME,CB12JW,WORK,538628,256043,546184,257248,33317,33132
386,C1,13:30,CAR / TAXI,1,PE29BX,HOME,CB20QQ,OTHER,518852,297334,546549,255140,60365,32702
387,C1,14:00,CAR / TAXI,2,SG62AE,VISIT FRIENDS,CB39LF,HOME,522452,230740,543817,257538,60028,32771
388,C1,14:00,CAR / TAXI,1,SG85NW,HOME,CB11PS,SHOPPING,533072,244156,545872,258653,33416,32773
389,C1,14:00,CAR / TAXI,1,CB245JX,HOME,CB17DY,WORK,540387,269969,546171,256810,33001,32712
390,C1,14:00,CAR / TAXI,3,SG80ED,HOME,CB39JQ,VISIT FRIENDS,530851,248536,544246,257193,32946,32771
391,C1,14:00,CAR / TAXI,1,PE273UU,HOME,CB12DR,WORK,530997,273019,546166,257954,32841,32781
392,C1,14:00,CAR / TAXI,1,SG193LE,WORK,CB58PX,WORK,523649,252405,547650,259909,32943,32761
393,C1,14:00,CAR / TAXI,2,CB237AR,WORK,CB23DT,WORK,541422,255735,545085,258253,33161,32772
394,C1,14:00,CAR / TAXI,1,SG85QD,WORK,CB39LP,HOME,534803,249855,545176,258019,32947,32772
395,C1,14:00,CAR / TAXI,1,CB231AA,HOME,CB23NA,OTHER,535325,259321,545034,258405,33312,32772
396,C1,14:00,CAR / TAXI,1,CB235EJ,HOME,CB28AF,OTHER,531410,259430,545306,256794,33283,33132
397,C1,14:00,CAMP VAN,1,CB39NW,HOME,CB23BJ,SHOPPING,542964,255592,545091,258327,33162,32772
398,C1,14:00,CAR / TAXI,1,CB235JT,HOME,CB28BZ,WORK,531747,258933,545832,254188,33283,33111
399,C1,14:00,LGV,1,PE15GE,EMPLOYERS BUS,CB17EA,EMPLOYERS BUS,521494,299535,546280,256886,60364,32712
400,C1,14:00,CAR / TAXI,1,CB225JZ,HOME,CB39AA,OTHER,546704,252057,544001,258876,33111,32771
401,C1,14:00,CAR / TAXI,2,SG80UB,HOME,CB13BE,SHOPPING,528544,241844,546937,257629,33413,32711
402,C1,14:00,CAR / TAXI,1,CB233PR,HOME,CB27AD,WORK,530326,258852,545115,257541,33254,33131
403,C1,14:00,LGV,2,CB237DZ,EMPLOYERS BUS,CB58EG,EMPLOYERS BUS,538185,256015,545894,258829,33317,32773
404,C1,14:00,LGV,1,CB237AR,HOME,CB58JH,PERSONAL BUSINESS,541422,255735,545085,258253,33161,32772
405,C1,14:00,CAR / TAXI,1,CB237AP,HOME,CB12JW,VISIT FRIENDS,538786,256276,546184,257248,33317,33132
406,C1,14:00,CAR / TAXI,1,CB113SA,HOME,CB13BE,SHOPPING,553529,232029,546937,257629,60682,32711
407,C1,14:00,LGV,2,CB237AR,WORK,CB259QP,WORK,541422,255735,545085,258253,33161,32772
408,C1,14:00,CAR / TAXI,1,CM63AH,HOME,CB13YB,SHOPPING,567017,222598,546685,258200,60679,32711
409,C1,14:00,CAR / TAXI,1,CB246DB,WORK,CB23BJ,SHOPPING,547878,263138,545091,258327,32961,32772
410,C1,14:00,CAR / TAXI,2,RH104SE,HOME,CB21ST,VISIT FRIENDS,531794,134434,544780,258346,80481,32771
411,C1,14:30,CAR / TAXI,1,CV225EH,REC / LEISURE,CB21GA,WORK,450261,274962,545138,257787,90008,32772
412,C1,14:30,CAR / TAXI,1,MK137LB,WORK,CB28RU,WORK,484042,240095,545832,256552,81022,33132
413,C1,14:30,CAR / TAXI,2,CB225JT,HOME,CB58EA,SHOPPING,545654,253538,545968,258899,33111,32773
414,C1,14:30,CAR / TAXI,1,CB237PR,HOME,CB30HF,EDUCATION,540730,258681,543929,258754,33152,32771
415,C1,14:30,CAR / TAXI,1,SG76EA,HOME,CB21EP,VISIT FRIENDS,524503,233638,545337,257650,60032,33131
416,C1,14:30,LGV,1,CB231YL,WORK,CB13NF,SHOPPING,536234,253172,546708,257622,33321,32711
417,C1,14:30,CAR / TAXI,1,MK442PP,HOME,CB28AF,OTHER,508512,256887,545306,256794,32403,33132
418,C1,14:30,CAR / TAXI,2,CB231HN,HOME,CB13HN,WORK,536322,253559,544056,257121,33321,32771
419,C1,14:30,LGV,1,CB238DZ,EMPLOYERS BUS,CB17EA,EMPLOYERS BUS,537876,263620,546280,256886,33302,32712
420,C1,14:30,CAR / TAXI,2,CB237PX,VISIT FRIENDS,CB39AS,HOME,541497,258817,543900,257662,33152,32771
421,C1,14:30,CAR / TAXI,1,SG85QX,HOME,CB28PE,WORK,536026,250543,546092,256570,32947,32712
422,C1,14:30,CAR / TAXI,1,CB238TL,HOME,CB39DN,EDUCATION,538350,263287,544072,258260,33303,32771
423,C1,14:30,CAR / TAXI,1,CB232TT,WORK,CB23BJ,SHOPPING,533103,255807,545091,258327,33294,32772
424,C1,14:30,CAR / TAXI,1,CB244QG,WORK,CB11JE,WORK,536238,268946,545563,258308,33021,32772
425,C1,14:30,CAR / TAXI,1,CB237PL,REC / LEISURE,CB42AS,HOME,541046,258900,545091,258327,33152,32772
426,C1,14:30,CAR / TAXI,1,CB238SU,HOME,CB21PZ,EDUCATION,537730,263113,545034,257689,33303,32772
427,C1,14:30,CAR / TAXI,1,SG75NP,VISIT FRIENDS,CB12LL,HOME,526781,239657,546302,258211,30271,32781
428,C1,14:30,CAR / TAXI,3,SS00AA,WORK,CB11EH,OTHER,585748,187098,545550,258380,60760,32772
429,C1,14:30,CAR / TAXI,1,DA28DA,WORK,CB58AP,HOME,557060,173092,544880,258970,80171,32772
430,C1,14:30,CAR / TAXI,3,CV23NE,HOME,CB23BJ,OTHER,436119,280324,545091,258327,90003,32772
431,C1,14:30,CAR / TAXI,1,PE109DA,HOME,CB27AD,REC / LEISURE,510155,321279,545115,257541,65001,33131
432,C1,15:00,CAR / TAXI,2,CB236GB,HOME,CB20RB,REC / LEISURE,532265,259973,547213,254825,33284,32702
433,C1,15:00,CAR / TAXI,1,CB235EQ,HOME,CB11LN,SHOPPING,531162,259249,545240,258682,33255,32772
434,C1,15:00,CAR / TAXI,2,SG85JF,HOME,CB13ER,SHOPPING,534583,244396,546714,258606,33416,32781
435,C1,15:00,CAR / TAXI,1,SG88QB,HOME,CB39DN,EDUCATION,543419,240121,544072,258260,33103,32771
436,C1,15:00,CAR / TAXI,1,CB237PL,PERSONAL BUSINESS,CB39AW,HOME,541046,258900,545091,258327,33152,32772
437,C1,15:00,CAR / TAXI,1,CB237DL,HOME,CB39DN,WORK,538704,256918,545843,258576,33316,32773
438,C1,15:00,CAR / TAXI,1,CB237PX,REC / LEISURE,CB39LT,HOME,541497,258817,543900,257662,33152,32771
439,C1,15:00,LGV,1,SG40SB,WORK,CB58HY,WORK,518989,230912,546968,259595,60030,32761
440,C1,15:00,CAR / TAXI,1,PE276SN,WORK,CB12EZ,OTHER,530207,272518,545722,257689,32841,33131
441,C1,15:00,CAR / TAXI,1,CM241QW,OTHER,CB41BU,HOME,555516,223476,545089,257786,60679,32772
442,C1,15:00,CAR / TAXI,1,CB231JR,HOME,CB23BJ,EDUCATION,540449,252171,545091,258327,33091,32772
443,C1,15:00,CAR / TAXI,1,CB245ES,HOME,CB21LY,EDUCATION,540275,270243,545375,257315,33001,33131
444,C1,15:00,CAR / TAXI,1,CB259NJ,HOME,CB21LY,OTHER,549295,265172,545375,257315,32991,33131
445,C1,15:00,OGV 1,1,E28RA,WORK,CB11DG,WORK,534319,183355,545843,258576,70130,32773
446,C1,15:00,CAR / TAXI,1,HG12PP,HOME,CB30LX,PERSONAL BUSINESS,429330,455189,543005,260499,30002,33141
447,C1,15:00,CAR / TAXI,1,SG85NX,HOME,CB39AA,EDUCATION,533051,243981,544001,258876,33416,32771
448,C1,15:00,CAR / TAXI,1,CB227SB,HOME,CB12EP,REC / LEISURE,538617,249298,545686,258671,32949,32773
449,C1,15:00,CAR / TAXI,1,SG86NX,HOME,CB39AA,EDUCATION,538175,247264,544001,258876,33422,32771
450,C1,15:30,CAR / TAXI,3,CB243UP,HOME,CB17DY,REC / LEISURE,539201,267118,545160,256441,33022,33132
451,C1,15:30,CAR / TAXI,1,SG87TG,HOME,CB39DN,SHOPPING,541823,246257,543563,257775,33102,32771
452,C1,15:30,CAR / TAXI,1,LU12TN,WORK,CB11PS,WORK,509123,221388,545872,258653,60156,32773
453,C1,15:30,CAR / TAXI,1,SG191PQ,WORK,CB28DL,WORK,516912,248239,545642,256845,31808,33132
454,C1,15:30,CAR / TAXI,1,SG86PE,WORK,CB12BD,VISIT FRIENDS,537239,248273,546208,257853,32948,32781
455,C1,15:30,CAR / TAXI,2,SG80EL,HOME,CB39DN,EDUCATION,527723,247568,544072,258260,33411,32771
456,C1,15:30,CAR / TAXI,1,SG85JR,WORK,CB23BJ,SHOPPING,534677,243668,545091,258327,33419,32772
457,C1,15:30,CAR / TAXI,1,CB224PG,WORK,CB41XA,HOME,546452,248681,545444,259821,60307,32741
